ID,c,r_c,r_t,M_V,m_tot,M_bol,M_U,M_B,M_R,M_I,M_J,M_H,M_Ks
217,1.1,8.02,101.84,-3.743,4591.43,-4.328,-2.917,-2.986,-4.245,-4.746,-5.434,-5.963,-6.055
218,2.06,0.65,74.61,-4.244,8190.76,-4.798,-3.476,-3.518,-4.726,-5.208,-5.865,-6.365,-6.453
219,2.16,0.75,108.22,-6.204,52761.77,-6.741,-5.487,-5.504,-6.672,-7.143,-7.78,-8.261,-8.348
220,1.35,7.9,175.0,-6.621,68558.03,-7.172,-5.86,-5.901,-7.1,-7.581,-8.236,-8.733,-8.822
221,1.94,0.81,70.14,-3.973,6491.23,-4.514,-3.23,-3.262,-4.447,-4.922,-5.566,-6.052,-6.139
222,0.96,6.14,56.18,-4.716,13036.72,-5.289,-3.945,-3.985,-5.206,-5.697,-6.371,-6.888,-6.979
223,1.6,2.16,86.25,-3.997,5867.52,-4.557,-3.227,-3.273,-4.481,-4.967,-5.631,-6.139,-6.228
224,1.05,10.81,122.58,-3.389,3495.89,-3.892,-2.724,-2.732,-3.833,-4.282,-4.887,-5.339,-5.421
225,2.41,0.68,175.0,-6.224,48803.93,-6.77,-5.474,-5.508,-6.701,-7.18,-7.829,-8.322,-8.41
226,1.29,3.85,75.64,-2.156,1136.84,-2.686,-1.418,-1.449,-2.624,-3.094,-3.731,-4.21,-4.295
227,1.6,2.42,95.81,-3.561,5022.44,-4.101,-2.819,-2.841,-4.036,-4.512,-5.155,-5.638,-5.726
228,1.71,3.44,175.0,-7.043,104282.87,-7.603,-6.262,-6.31,-7.53,-8.017,-8.676,-9.181,-9.271
229,2.02,1.69,175.0,-5.666,28112.88,-6.223,-4.894,-4.939,-6.15,-6.635,-7.297,-7.802,-7.89
230,1.34,7.99,175.0,-8.087,269159.56,-8.636,-7.31,-7.359,-8.565,-9.046,-9.703,-10.204,-10.29
231,1.3,2.52,50.38,-3.555,4896.24,-4.104,-2.815,-2.839,-4.032,-4.51,-5.158,-5.65,-5.739
232,0.84,14.35,98.46,-6.228,49613.4,-6.78,-5.468,-5.508,-6.707,-7.188,-7.844,-8.342,-8.431
233,0.75,15.76,89.52,-4.915,15034.87,-5.445,-4.194,-4.218,-5.38,-5.848,-6.482,-6.959,-7.045
234,1.64,3.16,137.95,-7.528,161999.27,-8.093,-6.788,-6.816,-8.007,-8.482,-9.136,-9.637,-9.726
235,0.53,29.67,100.73,-4.205,6852.34,-4.795,-3.356,-3.439,-4.711,-5.216,-5.911,-6.445,-6.538
236,1.21,1.62,26.43,-3.086,2499.69,-3.6,-2.4,-2.412,-3.539,-3.996,-4.613,-5.077,-5.159
237,0.92,18.82,156.42,-4.171,7980.16,-4.71,-3.428,-3.458,-4.645,-5.119,-5.761,-6.244,-6.331
238,0.6,17.61,69.67,-4.729,12684.73,-5.286,-3.956,-4.0,-5.213,-5.698,-6.359,-6.862,-6.951
239,0.79,6.1,37.87,-2.963,2292.24,-3.486,-2.247,-2.274,-3.423,-3.888,-4.516,-4.99,-5.074
240,1.43,6.03,163.21,-5.176,17765.12,-5.725,-4.401,-4.449,-5.657,-6.139,-6.793,-7.29,-7.378
241,2.44,0.63,175.0,-9.305,831262.69,-9.866,-8.525,-8.573,-9.789,-10.271,-10.929,-11.438,-11.521
242,1.15,10.0,142.35,-5.775,34627.8,-6.311,-5.042,-5.069,-6.245,-6.717,-7.356,-7.839,-7.925
243,1.53,5.13,174.11,-4.683,11628.69,-5.237,-3.895,-3.948,-5.168,-5.652,-6.315,-6.81,-6.901
244,2.02,0.92,94.98,-2.727,1818.88,-3.255,-1.993,-2.029,-3.192,-3.66,-4.295,-4.774,-4.859
245,1.45,1.75,49.64,-2.939,2509.19,-3.452,-2.262,-2.264,-3.392,-3.849,-4.463,-4.922,-5.005
246,0.64,34.12,149.11,-4.027,6945.11,-4.6,-3.249,-3.291,-4.518,-5.01,-5.683,-6.198,-6.289
247,0.82,17.84,117.2,-4.327,10115.63,-4.838,-3.671,-3.664,-4.775,-5.227,-5.835,-6.289,-6.373
248,1.29,8.99,175.0,-5.213,19912.52,-5.754,-4.472,-4.504,-5.685,-6.16,-6.805,-7.295,-7.382
249,0.67,31.35,145.39,-4.988,13434.96,-5.577,-4.13,-4.214,-5.496,-6.002,-6.697,-7.23,-7.322
250,0.69,35.58,175.0,-6.168,45525.76,-6.755,-5.506,-5.496,-6.631,-7.099,-7.74,-8.23,-8.318
251,1.67,0.72,33.64,-3.415,3421.49,-4.005,-2.534,-2.627,-3.927,-4.436,-5.133,-5.667,-5.759
252,2.2,0.34,54.03,-5.975,33704.15,-6.605,-5.25,-5.264,-6.463,-6.953,-7.631,-8.155,-8.246
253,1.1,13.78,175.0,-9.617,1153201.62,-10.162,-8.877,-8.906,-10.087,-10.556,-11.198,-11.693,-11.774
254,0.88,23.29,175.0,-6.161,45873.22,-6.699,-5.415,-5.45,-6.633,-7.107,-7.75,-8.236,-8.322
255,1.13,12.99,175.0,-8.02,262014.67,-8.573,-7.275,-7.305,-8.493,-8.97,-9.623,-10.121,-10.209
256,0.98,18.32,175.0,-9.071,672386.12,-9.633,-8.327,-8.358,-9.547,-10.026,-10.674,-11.174,-11.258
257,1.06,6.62,75.48,-3.619,5270.57,-4.129,-2.964,-2.953,-4.067,-4.519,-5.126,-5.578,-5.661
258,0.76,30.28,175.0,-7.898,219323.89,-8.466,-7.122,-7.166,-8.382,-8.868,-9.535,-10.047,-10.136
259,0.5,19.26,61.31,-2.191,1280.85,-2.703,-1.515,-1.522,-2.641,-3.095,-3.708,-4.168,-4.252
260,0.74,31.99,175.0,-5.21,19058.44,-5.757,-4.461,-4.495,-5.686,-6.164,-6.815,-7.309,-7.396
261,1.55,2.23,78.29,-2.379,1701.07,-2.883,-1.753,-1.73,-2.819,-3.264,-3.86,-4.303,-4.386
262,2.0,1.76,175.0,-8.856,548957.81,-9.41,-8.092,-8.134,-9.335,-9.817,-10.471,-10.972,-11.057
263,1.09,14.12,175.0,-6.698,74608.7,-7.276,-5.899,-5.956,-7.191,-7.681,-8.351,-8.866,-8.956
264,1.36,1.94,44.25,-2.024,1175.61,-2.562,-1.275,-1.305,-2.499,-2.975,-3.618,-4.101,-4.189
265,0.66,14.41,65.31,-5.642,29375.04,-6.193,-4.882,-4.921,-6.122,-6.602,-7.258,-7.756,-7.844
266,1.22,4.77,79.18,-4.671,12153.92,-5.197,-3.974,-3.985,-5.131,-5.595,-6.221,-6.694,-6.779
267,0.59,40.28,156.92,-4.339,8961.55,-4.893,-3.562,-3.606,-4.822,-5.307,-5.966,-6.465,-6.554
268,1.66,1.14,52.03,-4.991,14434.71,-5.538,-4.214,-4.265,-5.471,-5.952,-6.607,-7.104,-7.191
269,0.96,16.2,148.33,-5.138,18401.92,-5.684,-4.374,-4.414,-5.617,-6.097,-6.748,-7.24,-7.328
270,2.33,0.23,49.63,-5.262,23713.13,-5.779,-4.602,-4.597,-5.712,-6.167,-6.779,-7.238,-7.322
271,0.68,36.5,175.0,-6.687,70413.42,-7.31,-6.0,-5.992,-7.16,-7.638,-8.292,-8.795,-8.883
272,0.64,33.96,148.4,-8.56,418292.16,-9.113,-7.822,-7.851,-9.032,-9.508,-10.157,-10.651,-10.735
273,1.83,1.5,102.57,-3.857,6461.74,-4.386,-3.156,-3.166,-4.32,-4.785,-5.414,-5.888,-5.974
274,1.26,8.45,152.33,-8.163,284560.88,-8.721,-7.398,-7.439,-8.641,-9.122,-9.782,-10.285,-10.372
275,1.44,5.72,156.3,-7.745,182767.44,-8.313,-6.955,-7.01,-8.233,-8.72,-9.391,-9.907,-9.997
276,1.04,13.5,149.71,-4.801,15646.69,-5.352,-4.081,-4.095,-5.275,-5.752,-6.402,-6.897,-6.986
277,0.53,52.2,175.0,-5.714,26967.44,-6.286,-4.883,-4.958,-6.211,-6.708,-7.387,-7.906,-7.996
278,1.45,1.7,47.95,-2.803,2245.87,-3.31,-2.141,-2.137,-3.251,-3.703,-4.31,-4.761,-4.843
279,1.15,12.34,175.0,-8.322,324250.66,-8.883,-7.56,-7.6,-8.801,-9.283,-9.943,-10.446,-10.533
280,2.01,1.71,175.0,-7.383,142881.34,-7.934,-6.62,-6.66,-7.864,-8.341,-8.993,-9.49,-9.579
281,1.81,2.68,175.0,-7.398,142625.98,-7.962,-6.67,-6.697,-7.871,-8.344,-8.993,-9.491,-9.579
282,0.79,26.74,166.43,-4.432,8598.79,-5.001,-3.593,-3.669,-4.93,-5.426,-6.103,-6.619,-6.709
283,0.95,2.46,21.98,-2.798,2051.96,-3.301,-2.134,-2.14,-3.242,-3.691,-4.296,-4.747,-4.829
284,1.7,3.5,175.0,-7.032,104733.72,-7.576,-6.29,-6.321,-7.507,-7.984,-8.627,-9.118,-9.206
285,1.38,4.55,109.59,-3.933,6506.05,-4.443,-3.269,-3.266,-4.382,-4.835,-5.444,-5.899,-5.982
286,1.99,1.81,175.0,-7.167,109718.21,-7.732,-6.364,-6.423,-7.659,-8.149,-8.816,-9.327,-9.417
287,0.84,10.45,71.62,-2.253,1493.76,-2.766,-1.593,-1.585,-2.703,-3.156,-3.766,-4.221,-4.304
288,1.22,4.84,79.74,-2.643,2080.74,-3.154,-1.987,-1.975,-3.092,-3.544,-4.152,-4.605,-4.688
289,1.24,6.44,112.08,-6.994,97521.93,-7.555,-6.209,-6.26,-7.481,-7.969,-8.631,-9.138,-9.228
290,1.38,7.22,175.0,-7.988,258728.66,-8.526,-7.242,-7.274,-8.458,-8.932,-9.579,-10.072,-10.158
291,0.73,15.88,85.71,-4.652,11575.86,-5.196,-3.894,-3.933,-5.129,-5.607,-6.256,-6.747,-6.834
292,1.45,6.15,175.0,-9.88,1476826.12,-10.421,-9.151,-9.175,-10.342,-10.81,-11.451,-11.945,-12.025
293,0.97,18.88,175.0,-7.717,193080.58,-8.267,-6.948,-6.991,-8.197,-8.676,-9.332,-9.834,-9.922
294,2.03,1.01,108.52,-4.283,8636.69,-4.815,-3.57,-3.589,-4.748,-5.216,-5.85,-6.329,-6.414
295,1.95,0.72,63.88,-5.426,23689.19,-5.988,-4.654,-4.697,-5.912,-6.399,-7.064,-7.573,-7.662
296,1.73,2.23,120.35,-3.967,5908.28,-4.49,-3.249,-3.275,-4.429,-4.893,-5.521,-5.993,-6.077
297,1.59,4.5,175.0,-7.633,172785.31,-8.204,-6.875,-6.912,-8.114,-8.593,-9.253,-9.76,-9.85
298,0.94,5.8,50.31,-3.101,2858.74,-3.642,-2.351,-2.389,-3.575,-4.05,-4.696,-5.186,-5.273
299,0.64,39.73,175.0,-7.229,117555.81,-7.793,-6.482,-6.515,-7.71,-8.191,-8.85,-9.356,-9.445
300,1.34,3.71,81.33,-5.139,17277.08,-5.672,-4.404,-4.434,-5.607,-6.078,-6.716,-7.198,-7.284
301,1.94,1.3,113.68,-4.406,8709.77,-4.945,-3.658,-3.695,-4.879,-5.353,-5.997,-6.486,-6.572
302,1.98,1.81,175.0,-8.36,334189.75,-8.934,-7.588,-7.633,-8.843,-9.328,-9.997,-10.506,-10.593
303,0.86,6.68,48.35,-2.985,2586.29,-3.538,-2.202,-2.254,-3.469,-3.952,-4.61,-5.109,-5.198
304,1.57,4.74,175.0,-8.299,334553.0,-8.851,-7.547,-7.584,-8.774,-9.253,-9.91,-10.408,-10.495
305,0.56,43.69,157.52,-4.881,15470.84,-5.416,-4.162,-4.182,-5.348,-5.818,-6.455,-6.935,-7.022
306,1.86,2.43,175.0,-5.835,33696.28,-6.377,-5.085,-5.122,-6.309,-6.785,-7.431,-7.92,-8.007
307,1.93,0.98,83.38,-6.214,47514.91,-6.785,-5.413,-5.47,-6.707,-7.2,-7.875,-8.391,-8.481
308,1.3,8.74,175.0,-6.19,49592.99,-6.727,-5.457,-5.485,-6.66,-7.132,-7.772,-8.255,-8.342
309,1.42,3.36,88.48,-4.322,8466.14,-4.866,-3.562,-3.601,-4.799,-5.277,-5.926,-6.418,-6.505
310,1.29,6.49,126.96,-5.455,24085.46,-6.046,-4.905,-4.855,-5.886,-6.33,-6.939,-7.409,-7.493
311,0.88,23.16,175.0,-7.464,157578.91,-8.027,-6.736,-6.754,-7.939,-8.412,-9.06,-9.555,-9.644
312,0.8,23.41,147.12,-5.422,25043.87,-5.941,-4.734,-4.743,-5.878,-6.337,-6.958,-7.423,-7.508
313,1.96,0.97,87.72,-2.623,2011.7,-3.111,-2.024,-1.998,-3.051,-3.484,-4.063,-4.489,-4.569
314,2.17,0.54,80.62,-3.668,5140.21,-4.189,-2.981,-2.991,-4.124,-4.583,-5.204,-5.671,-5.756
315,2.48,0.58,175.0,-9.827,1389182.12,-10.368,-9.085,-9.117,-10.293,-10.763,-11.407,-11.904,-11.984
316,1.29,3.09,59.76,-5.959,40126.0,-6.509,-5.2,-5.237,-6.438,-6.919,-7.573,-8.069,-8.158
317,1.61,4.31,175.0,-8.7,496689.38,-9.248,-7.961,-7.991,-9.172,-9.649,-10.295,-10.788,-10.873
318,1.11,5.69,73.44,-4.28,8161.98,-4.826,-3.513,-3.556,-4.759,-5.239,-5.891,-6.385,-6.472
319,1.19,10.03,156.18,-5.109,18273.25,-5.629,-4.413,-4.426,-5.567,-6.028,-6.65,-7.117,-7.201
320,1.66,1.24,56.37,-2.351,1718.98,-2.856,-1.71,-1.697,-2.794,-3.242,-3.842,-4.288,-4.372
321,1.86,1.39,99.98,-3.451,4095.92,-3.994,-2.693,-2.726,-3.929,-4.407,-5.055,-5.544,-5.631
322,0.98,10.55,100.25,-6.25,50113.48,-6.798,-5.49,-5.531,-6.728,-7.207,-7.86,-8.354,-8.442
323,0.99,4.76,46.12,-5.222,17467.59,-5.81,-4.392,-4.461,-5.727,-6.23,-6.921,-7.453,-7.545
324,0.53,51.24,175.0,-7.583,171678.88,-8.131,-6.819,-6.86,-8.062,-8.538,-9.19,-9.688,-9.777
325,0.6,22.52,89.14,-6.692,72225.7,-7.245,-5.92,-5.966,-7.174,-7.658,-8.314,-8.814,-8.902
326,0.71,34.45,175.0,-7.331,133907.52,-7.888,-6.554,-6.601,-7.816,-8.298,-8.956,-9.459,-9.549
327,1.23,7.42,125.54,-3.99,6255.15,-4.581,-3.159,-3.226,-4.495,-5.0,-5.692,-6.224,-6.317
328,1.72,1.2,63.46,-3.751,5943.09,-4.285,-3.028,-3.044,-4.221,-4.692,-5.327,-5.804,-5.891
329,1.87,1.06,78.16,-3.071,2940.93,-3.607,-2.345,-2.367,-3.54,-4.012,-4.65,-5.132,-5.218
330,1.61,4.29,175.0,-5.239,18745.53,-5.882,-4.682,-4.616,-5.686,-6.141,-6.772,-7.258,-7.345
331,1.99,1.79,175.0,-5.332,23302.75,-5.878,-4.584,-4.614,-5.808,-6.286,-6.935,-7.426,-7.514
332,1.44,3.03,82.66,-6.181,45376.4,-6.755,-5.367,-5.43,-6.678,-7.174,-7.852,-8.37,-8.46
333,1.39,7.12,175.0,-9.023,655802.69,-9.58,-8.281,-8.311,-9.498,-9.976,-10.621,-11.119,-11.202
334,2.26,0.96,175.0,-8.29,330152.47,-8.843,-7.54,-7.574,-8.765,-9.243,-9.897,-10.394,-10.48
335,1.11,3.19,41.23,-2.673,1935.34,-3.233,-1.871,-1.925,-3.164,-3.654,-4.32,-4.826,-4.915
336,1.7,3.51,175.0,-7.196,121779.06,-7.755,-6.415,-6.463,-7.682,-8.167,-8.826,-9.33,-9.42
337,0.96,7.56,69.05,-2.777,2137.73,-3.288,-2.106,-2.105,-3.228,-3.683,-4.295,-4.752,-4.834
338,2.05,0.55,61.11,-3.868,5792.61,-4.392,-3.168,-3.179,-4.329,-4.792,-5.418,-5.888,-5.972
339,1.73,3.23,175.0,-9.463,1004893.25,-10.007,-8.728,-8.756,-9.934,-10.401,-11.041,-11.534,-11.615
340,1.82,1.42,92.99,-2.539,1890.93,-3.034,-1.916,-1.904,-2.971,-3.411,-4.0,-4.438,-4.52
341,2.07,1.49,175.0,-6.451,61716.58,-6.997,-5.701,-5.735,-6.928,-7.406,-8.055,-8.546,-8.634
342,0.72,22.58,119.89,-5.096,16765.94,-5.636,-4.342,-4.381,-5.569,-6.045,-6.692,-7.182,-7.268
343,0.82,25.81,172.27,-7.186,119685.89,-7.747,-6.4,-6.45,-7.674,-8.16,-8.822,-9.328,-9.418
344,1.48,5.73,175.0,-8.609,440537.91,-9.173,-7.869,-7.898,-9.084,-9.561,-10.213,-10.71,-10.795
345,1.13,5.36,72.7,-3.836,5635.36,-4.4,-3.043,-3.096,-4.325,-4.815,-5.482,-5.991,-6.082
346,2.08,1.18,143.0,-3.965,6168.71,-4.503,-3.21,-3.247,-4.44,-4.916,-5.56,-6.046,-6.132
347,1.68,3.68,175.0,-4.913,15765.42,-5.439,-4.206,-4.221,-5.376,-5.841,-6.469,-6.94,-7.025
348,1.01,13.77,142.12,-8.381,346413.28,-8.934,-7.617,-7.659,-8.859,-9.342,-10.003,-10.505,-10.591
349,1.96,1.0,91.74,-5.165,19262.52,-5.857,-4.61,-4.526,-5.613,-6.071,-6.698,-7.18,-7.266
350,0.71,13.5,69.73,-2.413,1490.42,-2.934,-1.728,-1.732,-2.869,-3.329,-3.949,-4.416,-4.499
351,1.03,7.65,81.68,-3.924,5813.89,-4.462,-3.204,-3.232,-4.39,-4.86,-5.5,-5.988,-6.075
352,1.43,5.49,146.62,-4.746,12609.67,-5.34,-3.932,-3.995,-5.249,-5.752,-6.445,-6.98,-7.073
353,0.57,47.18,175.0,-9.008,635829.5,-9.555,-8.257,-8.295,-9.482,-9.96,-10.605,-11.101,-11.185
354,0.83,26.15,175.0,-9.552,1070191.75,-10.1,-8.795,-8.833,-10.028,-10.499,-11.146,-11.645,-11.727
355,0.75,31.2,175.0,-9.085,699759.06,-9.632,-8.347,-8.378,-9.556,-10.031,-10.672,-11.165,-11.248
356,1.0,5.78,58.26,-4.403,8951.97,-4.942,-3.669,-3.698,-4.874,-5.347,-5.991,-6.479,-6.566
357,1.81,1.03,66.81,-4.113,7241.04,-4.655,-3.37,-3.399,-4.587,-5.063,-5.708,-6.198,-6.284
358,1.86,0.52,37.94,-3.738,5170.24,-4.247,-3.074,-3.075,-4.184,-4.636,-5.245,-5.7,-5.783
359,0.59,32.72,126.17,-5.246,20525.98,-5.782,-4.513,-4.541,-5.715,-6.187,-6.827,-7.31,-7.396
360,1.82,2.52,165.02,-5.636,28088.52,-6.19,-4.87,-4.911,-6.118,-6.601,-7.259,-7.761,-7.849
361,1.22,10.47,175.0,-7.575,174671.69,-8.123,-6.82,-6.855,-8.053,-8.528,-9.179,-9.676,-9.765
362,1.18,11.65,175.0,-4.914,14303.1,-5.467,-4.143,-4.187,-5.396,-5.879,-6.537,-7.038,-7.126
363,1.25,5.9,103.95,-3.417,3649.12,-3.924,-2.751,-2.759,-3.861,-4.312,-4.919,-5.374,-5.457
364,1.7,0.39,19.71,-2.13,1148.76,-2.667,-1.391,-1.421,-2.601,-3.074,-3.715,-4.2,-4.286
365,1.61,4.3,175.0,-7.273,129079.13,-7.827,-6.511,-6.55,-7.754,-8.234,-8.888,-9.389,-9.478
366,0.96,19.27,175.0,-7.384,139837.19,-7.94,-6.607,-6.653,-7.868,-8.351,-9.009,-9.513,-9.602
367,1.15,2.59,36.78,-3.673,4485.33,-4.241,-2.853,-2.922,-4.169,-4.66,-5.334,-5.847,-5.934
368,0.67,13.28,62.74,-3.747,4340.84,-4.292,-2.964,-3.022,-4.226,-4.706,-5.36,-5.856,-5.943
369,2.32,0.37,78.46,-5.367,21723.61,-5.91,-4.597,-4.642,-5.845,-6.325,-6.975,-7.467,-7.554
370,1.2,6.83,108.89,-6.375,54452.9,-6.915,-5.627,-5.664,-6.849,-7.324,-7.969,-8.457,-8.544
371,0.89,3.19,24.51,-2.096,1047.85,-2.6,-1.438,-1.437,-2.54,-2.99,-3.594,-4.045,-4.127
372,0.95,8.18,73.21,-3.167,2893.95,-3.689,-2.449,-2.473,-3.63,-4.094,-4.722,-5.193,-5.277
373,2.41,0.11,29.45,-3.134,2789.96,-3.685,-2.37,-2.416,-3.612,-4.092,-4.748,-5.248,-5.336
374,1.02,16.73,175.0,-8.879,561410.88,-9.442,-8.142,-8.169,-9.352,-9.83,-10.479,-10.977,-11.06
375,2.17,1.1,163.15,-4.748,11050.68,-5.344,-3.886,-3.997,-5.248,-5.736,-6.399,-6.907,-6.991
376,1.49,0.83,25.39,-2.794,2303.7,-3.355,-1.984,-2.037,-3.287,-3.779,-4.446,-4.95,-5.04
377,2.21,0.48,78.81,-3.298,3592.76,-3.802,-2.652,-2.64,-3.742,-4.191,-4.792,-5.239,-5.321
378,1.59,4.37,168.01,-7.596,168242.17,-8.154,-6.812,-6.861,-8.082,-8.564,-9.227,-9.734,-9.824
379,1.59,4.54,175.0,-8.033,260481.88,-8.583,-7.254,-7.301,-8.512,-8.995,-9.655,-10.159,-10.246
380,2.25,0.62,109.93,-4.836,13686.46,-5.391,-4.061,-4.109,-5.319,-5.803,-6.462,-6.963,-7.052
381,0.83,18.78,126.37,-4.075,8196.53,-4.585,-3.423,-3.415,-4.521,-4.972,-5.578,-6.031,-6.115
382,1.63,4.1,175.0,-7.158,110086.67,-7.723,-6.358,-6.416,-7.65,-8.139,-8.806,-9.318,-9.407
383,1.29,6.68,131.41,-7.069,107311.43,-7.623,-6.298,-6.342,-7.552,-8.035,-8.689,-9.189,-9.278
384,0.62,24.61,102.95,-4.885,16309.26,-5.424,-4.168,-4.186,-5.353,-5.824,-6.464,-6.948,-7.035
385,1.44,6.32,175.0,-7.49,146742.11,-8.063,-6.725,-6.768,-7.974,-8.453,-9.112,-9.618,-9.707
386,0.8,26.37,165.11,-5.632,26818.51,-6.189,-4.842,-4.895,-6.119,-6.606,-7.267,-7.771,-7.859
387,1.22,4.85,81.24,-2.378,1594.47,-2.906,-1.67,-1.689,-2.839,-3.305,-3.934,-4.409,-4.495
388,2.27,0.32,58.87,-2.478,1481.91,-3.059,-1.636,-1.719,-2.978,-3.477,-4.162,-4.689,-4.78
389,0.8,19.59,124.53,-3.768,5920.76,-4.3,-3.067,-3.077,-4.231,-4.697,-5.328,-5.804,-5.891
390,1.58,4.58,175.0,-6.368,55525.74,-6.929,-5.594,-5.639,-6.853,-7.34,-8.005,-8.511,-8.601
391,1.13,12.93,175.0,-7.619,184158.05,-8.17,-6.859,-6.896,-8.099,-8.576,-9.231,-9.732,-9.821
392,1.79,1.62,99.17,-4.169,7129.85,-4.717,-3.401,-3.445,-4.649,-5.129,-5.783,-6.279,-6.366
393,1.12,3.43,45.22,-2.913,2371.27,-3.431,-2.222,-2.23,-3.37,-3.83,-4.45,-4.915,-4.998
394,2.01,1.73,175.0,-5.423,21755.04,-5.992,-4.618,-4.678,-5.916,-6.409,-7.082,-7.596,-7.686
395,1.52,2.95,96.52,-6.447,55639.84,-7.01,-5.656,-5.711,-6.935,-7.425,-8.093,-8.604,-8.693
396,1.79,0.94,58.1,-4.111,6915.76,-4.646,-3.371,-3.399,-4.583,-5.056,-5.696,-6.179,-6.264
397,2.41,0.68,175.0,-8.006,252554.62,-8.559,-7.225,-7.272,-8.486,-8.97,-9.633,-10.141,-10.228
398,2.07,0.25,29.99,-3.339,3851.22,-3.867,-2.628,-2.645,-3.804,-4.27,-4.9,-5.373,-5.459
399,0.93,20.68,175.0,-8.253,310710.47,-8.804,-7.475,-7.523,-8.733,-9.216,-9.877,-10.379,-10.466
400,1.58,3.99,153.03,-7.444,155139.16,-7.993,-6.694,-6.727,-7.922,-8.397,-9.046,-9.543,-9.631
401,1.23,4.82,81.98,-2.689,2098.1,-3.186,-2.076,-2.05,-3.123,-3.563,-4.152,-4.589,-4.67
402,1.53,0.79,26.67,-3.118,2876.72,-3.67,-2.325,-2.381,-3.602,-4.087,-4.744,-5.242,-5.331
403,1.17,5.55,81.71,-2.498,1694.81,-3.009,-1.837,-1.829,-2.948,-3.401,-4.01,-4.465,-4.547
404,1.42,2.94,77.79,-5.981,38321.45,-6.539,-5.201,-5.25,-6.466,-6.952,-7.615,-8.12,-8.209
405,1.12,4.58,60.43,-3.642,5061.17,-4.158,-2.972,-2.971,-4.094,-4.55,-5.164,-5.623,-5.707
406,0.76,11.76,68.38,-3.346,3270.02,-3.9,-2.574,-2.623,-3.828,-4.311,-4.97,-5.472,-5.56
407,1.16,3.35,48.11,-2.26,1567.98,-2.765,-1.625,-1.606,-2.703,-3.151,-3.75,-4.194,-4.277
408,1.96,0.9,81.74,-5.946,33969.48,-6.509,-5.143,-5.206,-6.436,-6.926,-7.595,-8.106,-8.195
409,1.41,1.65,42.07,-3.114,2929.63,-3.613,-2.47,-2.464,-3.553,-3.999,-4.597,-5.042,-5.123
410,0.81,27.13,175.0,-6.415,54199.89,-6.997,-5.582,-5.655,-6.917,-7.417,-8.103,-8.626,-8.718
411,0.58,46.28,175.0,-7.429,139551.3,-7.996,-6.628,-6.686,-7.92,-8.408,-9.077,-9.592,-9.682
412,1.49,1.54,47.71,-2.375,1503.99,-2.856,-1.789,-1.763,-2.795,-3.222,-3.793,-4.213,-4.292
413,1.48,4.49,136.59,-5.529,26157.72,-6.091,-4.758,-4.802,-6.014,-6.5,-7.165,-7.673,-7.762
414,0.75,13.2,73.44,-2.364,1438.79,-2.873,-1.691,-1.693,-2.814,-3.268,-3.879,-4.336,-4.418
415,0.53,22.64,77.32,-3.956,5267.52,-4.548,-3.085,-3.177,-4.468,-4.976,-5.674,-6.209,-6.301
416,0.81,27.19,175.0,-8.685,467669.12,-9.233,-7.919,-7.964,-9.163,-9.643,-10.297,-10.795,-10.88
417,1.46,6.05,175.0,-7.62,183711.98,-8.161,-6.877,-6.908,-8.093,-8.564,-9.21,-9.701,-9.79
418,0.77,29.81,175.0,-7.46,138806.0,-8.055,-6.646,-6.705,-7.959,-8.452,-9.131,-9.653,-9.744
419,1.45,1.8,50.5,-2.772,2107.51,-3.273,-2.123,-2.12,-3.213,-3.66,-4.26,-4.708,-4.789
420,0.8,27.6,175.0,-5.23,19396.28,-5.766,-4.499,-4.527,-5.7,-6.172,-6.812,-7.296,-7.383
421,0.85,16.02,112.54,-5.123,17985.59,-5.657,-4.394,-4.423,-5.59,-6.06,-6.697,-7.179,-7.266
422,1.82,2.66,175.0,-5.25,19860.2,-5.787,-4.513,-4.541,-5.722,-6.195,-6.836,-7.321,-7.407
423,1.35,3.11,70.21,-4.245,7008.68,-4.847,-3.357,-3.454,-4.763,-5.277,-5.982,-6.525,-6.618
424,0.93,20.57,175.0,-9.333,875379.69,-9.884,-8.594,-8.623,-9.805,-10.277,-10.92,-11.415,-11.497
425,1.0,11.3,114.05,-3.755,5344.75,-4.285,-3.037,-3.059,-4.22,-4.688,-5.321,-5.798,-5.884
426,0.73,14.69,78.19,-5.47,24064.94,-6.014,-4.719,-4.755,-5.946,-6.423,-7.072,-7.563,-7.65
427,2.18,1.15,175.0,-6.775,85326.65,-7.32,-6.03,-6.062,-7.25,-7.727,-8.373,-8.864,-8.952
428,0.59,45.19,175.0,-6.367,62769.53,-6.896,-5.66,-5.675,-6.831,-7.296,-7.926,-8.399,-8.485
429,1.69,2.32,113.23,-4.489,8571.93,-5.057,-3.664,-3.737,-4.984,-5.478,-6.154,-6.671,-6.76
430,1.79,2.83,175.0,-6.207,50641.46,-6.745,-5.481,-5.505,-6.676,-7.148,-7.789,-8.274,-8.36
431,1.75,3.13,175.0,-9.912,1509961.75,-10.456,-9.162,-9.195,-10.38,-10.852,-11.5,-12.0,-12.08
432,0.55,14.22,50.4,-3.46,3422.62,-4.09,-2.552,-2.651,-3.993,-4.519,-5.245,-5.807,-5.903
433,1.68,1.3,62.03,-3.522,5072.91,-4.036,-2.864,-2.86,-3.969,-4.422,-5.032,-5.488,-5.573
